10 10000
9 2 685742
4 2 225400
6 0 227154
0 0 364147
4 7 411877
6 6 293308
5 3 201970
3 0 791668
9 1 152337
9 6 86277
4 0 258393
9 2 940419
4 4 366046
0 1 700701
6 2 867959
0 1 893466
2 0 690788
2 1 988957
6 6 824222
2 7 863146
9 2 269593
9 4 500388
4 3 312390
9 9 375382
8 5 376870
9 5 938078
9 1 768498
7 0 127832
9 9 56803
9 0 719093
7 2 52280
2 1 369592
3 4 476134
8 9 286367
9 9 956134
1 7 671468
9 0 830014
3 6 195211
8 4 800904
6 3 371159
8 9 102279
3 7 750705
3 5 850958
2 3 309737
4 5 459933
6 5 641469
2 0 294291
1 8 425624
0 1 958330
0 5 889759
5 3 742210
3 1 867137
2 8 27620
2 3 958139
0 1 209690
3 9 373350
8 5 841735
9 9 913840
7 3 782424
7 3 51661
9 6 629098
9 2 593552
9 0 621308
4 4 121658
2 4 223750
0 1 999779
9 2 867884
6 4 459153
0 4 824312
6 4 95328
6 0 923965
3 4 203347
3 4 165982
9 8 538865
9 9 181657
1 1 952955
2 7 8328
5 7 252457
7 8 209794
7 7 315453
8 1 355277
2 8 241614
7 6 555005
4 1 904995
7 8 102278
7 4 906373
7 9 891155
5 3 663885
9 4 734944
3 5 132966
3 8 306938
4 9 325707
7 5 865619
8 7 202213
8 9 950169
0 7 578785
1 7 479991
0 1 4258
4 0 756208
3 9 125727
2 1 878269
8 6 112406
3 5 685726
3 1 357859
5 6 414019
7 1 198627
4 3 858820
0 6 915765
1 0 20489
8 5 63295
9 5 647568
4 6 588997
8 8 437321
1 6 313988
2 7 706461
8 2 908940
9 7 162155
5 5 18591
0 5 12350
5 3 318149
7 6 859037
1 4 231771
7 9 144227
9 9 537167
9 4 754632
3 1 532945
5 9 66586
3 5 403178
7 4 527399
5 1 186935
4 6 319487
8 9 904722
7 8 784379
5 0 470346
4 9 512887
1 7 392899
5 0 236130
2 4 521250
9 8 852061
4 9 878546
6 8 273294
2 6 318169
3 1 284425
8 4 187629
1 0 637529
5 5 648286
0 3 983853
4 8 617784
2 4 642557
3 3 820964
2 6 489640
5 2 227404
8 0 38825
2 9 997483
8 1 168991
2 0 87701
7 9 413751
0 0 487152
5 4 40653
8 2 199056
0 9 497346
5 9 170238
3 8 955555
5 7 571686
9 5 368221
8 7 6104
9 9 701267
7 4 274160
2 5 90278
6 0 274762
4 1 383984
4 8 396368
6 1 135489
8 3 21331
1 4 387960
8 1 717488
3 1 749609
5 0 268729
2 3 931130
0 8 44835
6 5 416489
0 7 201009
4 0 742234
2 8 864990
1 5 951152
6 3 327794
2 9 328186
0 1 813081
3 8 256074
0 6 228125
1 2 204732
5 0 501903
8 3 230899
6 8 811411
1 1 485227
4 2 623063
3 2 478094
2 2 472604
7 3 747391
3 0 224293
0 9 850300
5 1 688823
4 5 344327
0 2 462825
4 7 741840
0 0 538378
2 6 484842
6 6 759435
5 0 21798
3 1 296688
0 4 829327
9 0 448649
2 6 605531
4 1 683746
1 3 608995
7 1 722422
2 8 329503
0 1 511244
0 8 324993
8 9 219287
8 6 733423
0 1 730614
5 3 256372
6 5 908260
2 1 690087
2 2 849043
4 1 957600
0 1 701473
3 4 825404
2 4 123761
0 7 640519
5 2 146655
1 3 977615
2 8 127877
7 2 1072
9 3 884827
0 4 415589
1 8 207706
5 1 302827
0 3 899577
8 4 159163
5 2 514079
1 5 992888
0 7 162918
5 6 625279
8 9 53651
7 7 165454
1 0 546960
2 8 441890
2 4 766485
1 1 532607
2 5 109579
2 6 136848
4 0 175316
8 1 247681
3 3 636938
5 1 595977
1 9 660440
9 6 384016
0 8 845695
9 7 606930
5 5 421556
5 6 576439
1 0 790297
9 6 709772
1 3 413905
8 7 5046
2 4 759200
1 4 55278
0 4 729759
5 6 499398
1 0 385719
4 6 518293
2 2 977378
5 1 51393
3 9 929205
5 0 756225
3 2 449759
3 2 346406
2 9 671529
8 1 296420
1 3 487914
3 7 526848
3 6 246257
9 6 130843
5 6 224470
2 1 392302
2 0 747134
8 6 682566
4 4 584256
4 5 200966
7 7 405295
8 7 396091
5 5 378048
9 8 664411
2 3 325711
0 8 687518
7 2 370165
1 7 305958
6 7 465909
5 6 900693
6 0 148212
5 1 49673
7 1 471680
9 6 46880
2 6 31637
2 8 481783
5 5 23412
6 8 112717
0 3 649955
3 9 337912
2 9 146108
8 3 447185
8 7 946406
7 8 110225
8 7 436101
9 6 541050
3 3 593302
6 9 824264
4 0 722555
9 9 563017
5 4 386662
6 3 14478
7 1 525227
9 3 881509
1 7 954034
7 2 957758
1 5 112766
6 8 82354
1 2 400079
0 8 394634
2 4 828502
6 1 968840
2 2 739766
2 6 969982
0 4 773072
4 3 30151
4 0 858773
3 7 289509
5 7 466845
1 5 522896
2 7 148538
6 2 774863
7 0 543237
2 9 815254
7 6 663717
6 5 144125
6 1 264962
0 2 941083
2 9 339056
0 7 658075
4 9 712446
6 0 728063
4 6 227366
9 2 106164
5 4 680625
0 7 809147
4 4 190758
2 9 59373
8 2 493857
4 7 548147
6 2 934266
5 1 809520
6 2 954687
5 4 614321
4 7 234241
3 9 700722
6 6 441764
8 0 582199
1 2 425852
0 5 293015
3 2 96430
4 6 290356
1 0 390273
6 5 871481
0 2 434177
5 4 528223
0 7 529411
2 3 486928
4 6 92518
2 4 329321
7 2 158466
9 0 451635
2 7 654977
2 6 254867
3 7 899996
4 6 220741
6 4 167099
9 5 320809
3 6 398263
7 9 50868
5 2 197493
4 6 738638
9 2 716498
6 4 132900
8 1 47916
8 4 727038
9 6 204912
5 4 890289
1 7 351799
8 9 460507
2 2 484008
6 0 106201
2 9 490593
5 2 513958
8 2 444884
6 4 128448
0 3 153644
2 7 552855
0 7 402140
1 3 387414
8 3 310635
7 4 735631
9 6 304678
9 1 101212
8 8 57539
0 8 517234
8 7 990564
1 3 213324
8 4 804742
3 2 561626
1 4 527746
9 2 931231
8 9 832501
1 3 747119
4 4 703091
7 2 636912
5 5 62617
4 5 923482
8 9 109280
9 6 674758
0 6 38597
0 3 945504
8 7 65460
6 8 822328
1 3 983219
6 3 642195
6 0 190862
8 3 103793
6 7 202496
7 1 84651
9 7 191820
3 6 787868
2 8 763790
6 1 787259
6 1 479929
5 6 975713
6 6 692094
6 0 253448
5 0 277595
4 4 331030
0 0 983182
1 6 487676
6 6 84195
9 3 411833
5 9 959965
4 8 13889
6 5 121338
6 1 1058
8 2 617858
7 9 957105
4 8 81836
2 3 5823
2 9 715019
2 3 304945
1 8 285884
0 6 683327
8 7 435168
9 9 69349
4 5 521484
4 3 342168
8 4 422652
7 0 344966
5 9 589679
6 4 82477
5 0 14859
8 8 335448
0 8 413078
7 0 515728
6 4 431086
4 9 988288
2 2 115739
7 0 419757
5 5 51151
5 7 622458
9 2 870197
4 2 253648
7 6 223082
7 9 574128
7 1 141377
9 9 646789
0 6 950882
7 6 704046
0 2 409969
9 1 474470
7 8 426244
9 6 192506
0 9 841116
6 8 130426
8 4 61156
6 2 97033
7 7 543786
5 4 622593
8 6 326297
1 1 716821
8 5 762850
2 8 948949
2 7 322014
6 9 492178
1 5 896538
4 9 235379
3 6 449359
4 8 361734
4 3 962946
3 3 765279
6 3 916293
1 5 497152
7 6 41109
0 9 928110
4 0 603800
9 5 453417
1 3 837926
4 3 78182
8 6 129079
3 6 269823
1 0 147403
0 0 52104
9 2 863277
4 0 82153
9 8 292849
4 1 807478
2 1 145019
7 5 904812
6 2 316099
5 0 593528
2 4 615573
9 7 26627
4 5 566016
5 7 537312
2 0 715715
1 2 178580
5 5 540769
3 3 509078
5 3 82974
4 1 426311
1 6 603691
7 9 892216
7 8 22188
6 1 908922
9 4 122207
4 6 820192
0 4 221025
8 2 305560
0 7 183684
9 5 421455
6 6 105595
0 1 89615
5 6 508886
8 6 425520
6 1 962433
1 3 734824
6 0 15957
0 0 363838
9 0 614113
2 2 239032
1 3 513140
4 9 144648
2 6 52779
7 4 458941
5 7 848421
5 0 666523
8 2 597494
4 3 697932
0 7 857350
3 7 277447
6 5 635798
0 7 138543
5 3 286834
3 9 448258
4 5 601024
6 4 26516
6 0 468014
0 7 722417
6 0 739267
6 4 714408
9 3 234487
4 0 35982
0 8 778668
6 3 862090
5 1 853357
9 6 282028
8 0 803709
0 7 602787
3 4 385766
4 8 308062
3 4 665617
7 1 306971
3 5 211417
3 3 616894
9 1 808472
8 1 2670
7 6 761581
2 4 25425
0 0 308019
7 3 140453
9 9 157734
9 9 668944
9 9 228532
7 5 531625
5 6 108595
9 7 13579
5 6 205373
5 7 183098
9 7 840223
5 6 485551
6 5 900602
3 4 188933
6 8 58715
3 4 611566
9 1 665668
7 9 346012
7 2 481069
2 4 639366
4 0 622172
3 9 946183
8 8 692351
6 6 112098
7 9 735625
6 1 872831
9 3 536781
9 9 298278
8 1 774551
5 3 915843
7 2 646004
9 5 217999
4 9 569782
9 8 525259
3 4 395036
4 5 344446
3 7 693619
6 2 402338
5 8 957323
0 5 93598
7 7 130078
2 8 614488
3 8 238478
7 7 345764
4 3 536257
7 5 920412
6 6 243980
4 3 17084
6 0 260736
2 5 957681
3 3 502833
7 9 544011
7 3 20122
2 3 141951
4 6 294780
8 4 849943
5 0 872963
1 8 781074
6 1 981357
9 5 823371
8 1 322533
2 2 368999
7 2 369559
8 6 976479
7 8 644346
6 8 643306
0 3 76230
9 7 953757
3 9 930832
3 7 777285
3 8 507156
3 0 520583
2 7 982433
0 1 302874
0 0 751638
7 5 924829
1 1 734228
2 0 134745
0 8 533607
8 4 151747
0 0 490780
7 9 329269
3 4 523222
1 8 461447
0 8 161460
5 9 901176
9 4 469689
4 9 603144
0 1 168381
1 2 74046
9 1 66261
6 5 760443
7 1 575869
8 7 139847
1 8 310256
8 0 637007
9 2 749757
2 4 604782
3 4 248190
3 1 216953
7 3 857798
6 0 475135
1 6 420652
0 2 456851
4 1 240576
5 8 347692
3 9 629204
7 0 939494
3 3 100976
1 4 788647
1 1 302022
5 3 835151
6 1 175188
3 0 86228
4 0 879544
6 8 518469
7 0 395749
5 2 547998
3 5 532498
9 4 498881
1 9 457649
0 7 340721
2 2 706400
2 9 36864
5 2 29339
7 5 290319
0 4 274333
9 6 201387
8 2 159801
6 8 218307
7 5 619552
5 3 264510
9 9 972147
9 7 878981
0 0 233062
2 5 231248
6 4 495277
8 8 574949
5 0 707013
6 6 481014
6 2 850821
7 7 746702
7 5 341572
5 6 636266
8 4 676477
3 2 230177
6 2 437244
8 1 648372
5 2 170534
1 8 557267
8 0 426732
3 3 386010
0 2 265762
8 8 394664
3 1 478042
9 3 900974
5 2 664521
2 0 784787
7 3 402750
1 5 68284
5 6 906870
0 9 301170
7 1 829281
3 9 124759
3 6 77026
3 9 931569
3 2 152332
8 9 815239
3 9 602038
8 6 97474
9 7 713060
8 1 589785
7 6 54951
3 8 537023
0 9 959388
0 3 953483
2 4 192386
3 1 182949
4 1 532106
0 9 795675
3 4 55119
9 8 983606
9 3 82979
1 5 119027
9 1 193754
8 4 572786
8 8 85898
3 5 77691
6 7 980566
3 4 426170
9 2 835787
9 1 710020
6 2 588771
4 8 269450
9 9 325230
0 9 172372
7 8 593719
7 5 74649
1 4 948206
5 3 366362
4 3 469729
9 5 52695
9 4 957136
1 7 760952
4 5 446385
9 3 643019
2 0 664409
9 7 807152
8 9 296827
0 1 783823
1 3 919328
3 8 944757
0 5 821699
1 3 394482
2 9 891531
8 9 399320
6 8 923899
4 7 406513
7 0 995613
1 2 287571
0 7 924337
9 2 287194
3 2 499380
5 6 771325
4 6 913740
7 0 35014
9 6 119896
6 6 803987
5 0 960253
6 5 225720
8 5 134455
4 6 297255
2 8 251515
9 3 869599
2 1 913077
7 0 474223
4 6 752559
0 1 792942
8 5 308776
5 0 50997
4 3 198903
7 4 320540
6 1 468586
7 6 497183
4 6 52686
7 7 116804
4 7 90767
5 7 876131
0 0 405457
0 4 235298
2 6 647807
6 2 921297
4 9 491877
4 0 139439
1 5 62757
0 6 348612
0 2 932285
3 3 903586
5 5 806476
1 1 647790
1 3 123712
6 5 607756
5 5 789331
5 1 786631
7 8 586192
6 3 75735
1 3 66175
7 6 553179
6 8 271022
3 1 568868
1 4 155190
8 0 768181
0 0 150785
7 0 872839
1 4 786963
4 0 7604
5 6 464189
9 7 540072
4 5 909277
2 0 56944
0 0 304488
4 3 245760
7 0 579931
0 0 632785
8 3 291585
5 7 373749
1 6 356042
5 8 128693
9 0 566082
6 7 283930
2 9 680950
9 4 284995
9 3 935181
0 0 271247
9 8 478573
3 0 254873
2 9 886700
2 7 363130
6 5 300696
3 0 128086
2 2 298808
7 9 611049
1 7 421165
1 0 468237
9 2 289380
2 5 165452
4 4 309256
5 9 120720
3 2 310875
8 9 599834
4 9 994272
3 7 471453
7 2 499788
6 9 875527
6 9 191389
3 2 74287
6 2 349262
5 8 817447
1 4 331279
5 3 478059
3 0 342951
3 5 432107
1 4 350273
7 3 483181
3 3 34415
1 7 783487
2 1 979251
4 4 911735
3 3 866202
9 0 214725
8 1 61551
2 3 936766
0 9 521436
2 0 776056
8 4 414139
9 9 986073
6 3 505581
7 3 62504
6 9 50549
4 1 312719
7 3 991412
7 3 41110
6 4 737220
3 8 134852
8 7 494536
1 2 743156
8 4 706226
2 2 425671
6 4 191194
3 2 863363
5 4 194336
3 5 167107
5 0 419319
4 1 744209
2 9 648281
3 3 559432
5 8 318898
1 5 467158
0 2 415440
0 8 568958
5 9 108967
8 0 833139
5 4 744494
4 8 738030
7 8 678179
7 6 121359
2 7 933834
3 3 694068
2 8 959016
7 9 379734
6 0 508164
0 4 440653
0 1 367380
5 4 909271
8 0 9589
6 4 372417
0 4 165353
4 9 558530
4 8 748166
9 1 256566
4 7 626928
3 4 907203
8 2 900457
4 4 667353
6 7 631999
0 2 168967
8 9 568427
6 7 98737
6 7 517091
5 8 773457
2 7 612976
9 8 139465
8 7 271263
1 9 15488
8 7 409537
2 9 128578
4 9 252379
9 4 974504
2 3 232776
0 1 285435
6 6 522272
7 5 821779
2 9 29668
2 2 579943
2 7 282760
1 9 722779
9 1 57439
9 7 394353
0 5 394363
4 8 75693
0 9 47812
7 0 699030
5 9 973596
9 3 547685
1 1 402454
6 7 116296
7 7 419211
9 2 136137
2 1 536931
1 5 89602
6 1 927821
0 1 818988
0 4 29567
3 1 336053
9 1 581774
6 1 330537
3 3 173845
7 3 825302
3 7 503439
2 2 214273
5 4 276767
1 6 165002
6 1 386979
7 0 139162
7 0 264831
6 4 637111
2 6 313243
3 7 4188
4 6 642606
6 5 297328
3 8 555018
3 3 91570
6 4 343961
4 5 149317
4 0 881835
7 2 127715
9 2 713491
0 5 371629
0 6 254567
7 0 153812
2 2 866284
7 9 447641
0 0 616700
5 4 442723
1 0 838569
9 5 507614
4 7 4736
0 9 340009
9 7 509589
5 6 449158
8 9 942091
7 1 250900
3 1 530813
8 6 665980
4 3 762875
5 5 959399
4 7 796225
4 3 767003
6 1 265177
8 3 362200
5 9 924494
3 8 783578
2 8 946337
7 2 421709
6 8 802608
0 0 502174
3 7 54184
2 8 38331
3 1 206156
5 6 282148
2 6 433951
4 0 372451
1 8 836595
9 4 472721
0 1 811388
6 6 975794
5 9 6362
1 2 740256
6 9 833408
0 0 122237
7 7 606830
2 8 807151
1 2 147355
1 9 185566
6 4 561357
6 6 906862
5 0 960757
2 8 968631
1 8 722967
7 3 532526
2 5 322574
9 3 95497
4 4 621163
7 2 208586
3 4 982798
0 3 405560
4 3 728182
5 8 659517
7 0 212255
0 0 429095
5 6 340589
5 5 982600
3 3 375358
6 3 399602
5 4 55395
3 6 210438
5 1 819290
0 7 80405
0 1 654206
0 2 612310
6 8 750043
2 8 643744
3 7 190412
1 8 61419
3 1 575820
4 5 570843
9 7 131258
0 8 121468
8 5 248284
0 2 120197
4 4 939437
9 2 901580
1 2 976455
0 9 216812
1 7 231153
0 7 509853
7 0 365339
6 8 35954
6 4 759766
2 9 375422
5 5 341917
5 5 34084
1 6 563490
9 3 921590
8 4 238929
6 4 499582
4 0 994345
0 5 296212
1 3 111393
2 2 687111
3 9 282881
9 5 148828
5 6 963357
7 7 211150
2 2 950938
3 9 10904
2 6 679913
9 1 415815
5 5 725554
1 8 916545
0 2 122366
5 4 710094
2 1 818094
2 0 535569
9 7 634959
4 2 998782
5 3 763532
3 1 915183
8 1 73428
2 5 872820
3 2 875901
1 7 989949
7 0 219948
6 8 986094
4 2 21720
4 4 946121
2 3 190756
9 3 625603
2 3 222640
2 8 507479
4 4 412189
0 2 33926
5 7 896271
5 1 462672
0 5 779794
4 8 58436
0 3 397060
8 9 194705
7 0 502143
1 4 406622
2 2 922784
4 8 231450
9 4 707237
3 4 479373
8 1 234438
6 8 300633
7 1 434035
9 3 521785
5 9 881512
0 4 950299
1 5 723783
1 8 260988
9 5 851670
1 1 15639
8 8 218714
2 7 360897
8 3 643001
9 2 537439
0 0 307011
7 8 673339
7 0 366373
5 2 543787
6 3 472090
7 4 967309
6 1 471380
1 1 144140
4 7 186885
4 4 112637
9 1 805496
5 4 558962
0 6 709145
2 7 724508
4 4 229808
7 6 512803
8 9 699934
2 2 165182
6 9 348899
1 1 135873
7 3 859709
0 1 678170
5 6 652401
4 6 324094
0 7 815550
7 7 848582
7 0 524366
2 4 31079
0 5 326899
2 3 997144
7 6 933106
1 0 685266
5 9 703609
3 3 279525
9 9 150132
2 7 835117
4 8 329573
6 5 599703
8 8 712829
5 4 206380
8 2 935812
1 7 894902
2 1 10591
1 3 625303
8 7 807362
5 5 530237
3 7 893005
5 8 205687
3 5 859701
0 8 13342
8 4 214510
7 5 176995
5 6 407419
4 8 243868
0 0 63956
2 2 15091
4 1 858503
2 6 311372
6 6 60497
0 2 492552
5 4 644481
3 8 79025
4 0 591087
5 5 913342
2 4 920659
6 4 292922
3 7 393480
3 3 192568
9 8 288521
9 2 359777
8 8 800948
4 2 942862
1 9 668761
5 7 534570
8 1 4199
6 0 59293
3 6 125577
3 9 758589
6 4 976741
3 7 8883
8 5 44790
3 6 223208
5 0 370453
1 9 655197
7 3 183736
3 9 791933
6 2 277883
6 0 850008
1 2 354988
4 6 345037
4 9 482313
0 9 303704
4 6 413906
9 9 256199
7 8 422749
0 7 361600
6 9 819869
5 1 77752
8 5 893453
9 4 454568
1 8 803538
7 4 915559
6 7 326246
9 9 726156
6 4 447377
0 2 16725
8 5 727932
3 0 707742
9 5 848247
0 8 899351
8 7 65379
4 8 283122
0 2 407660
0 2 903129
2 4 516100
5 7 633226
9 3 28801
5 6 320632
3 9 166099
1 7 734470
6 9 697593
9 3 510530
8 2 679333
0 6 786931
9 8 460081
2 2 715797
6 0 588518
8 5 117748
9 7 318499
2 4 751130
0 6 778288
7 9 877337
2 1 760333
1 4 424870
3 0 799231
8 4 686083
0 7 391415
8 1 444660
6 4 159369
6 5 748600
4 5 684890
5 1 153801
7 0 683507
9 9 354194
1 8 6756
4 0 892780
0 1 170918
9 9 418566
5 0 483041
4 6 559944
8 7 453320
4 4 826780
1 4 338812
0 0 798313
5 8 777487
8 3 543603
9 3 428203
7 0 857113
0 6 567800
2 2 56438
0 6 283441
5 0 220253
7 2 877981
5 3 684391
9 2 435141
7 3 691352
5 9 281196
6 0 41742
2 2 685785
4 0 84866
6 2 656059
4 9 113478
8 9 335549
1 9 610381
5 8 307009
3 2 936364
5 0 93034
4 3 161501
5 4 160168
9 0 944622
5 3 856356
0 1 672491
7 4 756871
6 3 396532
5 1 490879
7 5 914878
1 8 927859
4 7 585205
4 6 717834
0 3 565517
4 7 941373
9 2 895137
5 0 65618
0 8 924668
9 6 951615
5 8 745838
9 7 947334
8 8 647802
8 8 8599
3 6 51274
4 7 246849
3 4 459644
3 1 528061
2 3 22756
7 2 428780
2 7 697760
7 5 125049
2 3 483359
3 6 394826
7 4 557161
7 5 857526
9 4 763612
4 5 690646
5 6 502043
1 5 683770
2 8 724395
3 3 999503
6 9 418940
0 0 838591
6 0 869654
6 5 280220
5 1 474606
3 3 570147
0 1 822994
3 5 678163
8 6 639924
0 9 415170
6 1 965771
2 3 521885
7 2 261447
9 9 400045
6 4 746322
9 3 240764
9 5 673181
6 3 482748
5 1 473198
9 9 288436
1 5 689791
8 1 425607
9 4 77893
4 3 979343
5 1 131020
7 7 802554
4 2 393006
4 8 710339
2 0 700118
0 1 341390
7 6 974172
0 3 329528
6 4 161695
5 5 987996
6 0 173937
1 5 660909
4 1 794872
8 3 395732
6 6 313700
2 3 360192
6 9 953600
0 5 991507
6 0 315800
5 1 48788
6 9 217469
1 3 344283
3 8 316932
5 4 679317
4 0 719841
0 1 683684
3 6 707329
4 8 140256
1 0 135012
4 5 182871
9 3 765115
3 3 694279
4 3 780416
6 5 75107
8 0 469886
6 3 715320
3 0 563670
0 7 872688
6 4 302244
1 9 175430
1 9 315108
3 8 868280
6 4 757474
6 5 225735
0 1 745063
9 1 186430
9 0 60404
7 3 39077
5 6 606492
6 5 893534
7 1 962227
9 0 1401
6 0 89879
2 6 838091
8 1 150330
5 0 449562
2 5 738501
5 6 714464
1 9 537207
6 0 729020
8 8 658188
3 1 784533
9 1 522716
7 3 153340
8 1 467459
3 7 142683
3 6 226154
4 3 994560
0 7 554648
4 8 470410
1 4 906591
1 0 634692
7 9 933190
4 5 943167
1 1 492613
5 9 410104
2 1 419255
2 7 486795
8 5 963806
8 3 760077
1 3 153349
5 0 315086
9 9 686519
4 3 717144
2 5 225232
8 6 68715
8 2 716368
3 5 970005
3 6 503812
9 7 672988
9 7 362542
1 2 408213
5 2 170035
3 3 928237
6 4 576838
1 8 752827
1 3 853649
6 8 366606
7 1 575437
0 1 100392
4 6 145112
9 9 383178
3 1 633321
5 9 169535
1 0 519553
2 3 217884
1 3 269494
7 4 955403
5 8 387428
1 4 865449
8 2 373118
8 5 530822
7 5 70518
7 8 553104
2 6 334016
9 7 4411
4 5 113702
8 6 780773
9 5 394276
2 7 666131
0 3 510683
1 8 203397
5 1 461441
7 5 411317
9 6 612500
9 2 690635
2 3 870994
2 0 846607
7 6 379685
7 5 432105
4 6 749764
9 2 274299
0 6 827858
5 7 335130
1 4 784413
9 8 935299
1 8 95250
2 1 457660
0 2 704529
0 4 652365
5 1 666346
2 0 562690
8 6 380207
3 7 133146
4 4 503276
8 8 888463
0 9 555947
8 6 79152
9 4 87443
0 8 22311
6 1 793231
9 4 621536
1 4 812037
4 2 43974
9 8 393740
2 0 340907
5 7 530477
2 2 347355
4 7 946207
8 5 788614
4 0 310267
6 2 600728
0 1 966185
5 5 102533
0 0 419906
4 0 35560
7 5 352151
6 6 27996
9 7 887348
1 1 567626
7 9 352179
2 1 718728
3 6 325829
6 7 789188
5 7 235790
8 3 898837
6 8 590882
9 3 65400
4 8 579666
2 5 925762
6 7 408212
0 4 208027
7 8 948848
3 2 48392
0 3 769919
8 4 94476
7 4 742379
3 5 773952
0 3 113657
6 3 685706
5 4 843335
2 6 846314
5 3 805840
4 2 723142
8 6 610458
9 5 855954
3 3 113251
9 2 102110
2 2 938421
2 7 582165
8 9 321572
7 4 490419
9 4 56823
3 8 585738
4 9 694256
7 1 908122
1 9 433270
6 9 740165
3 1 300500
9 3 144054
4 9 206803
9 3 824126
0 0 616870
7 9 176111
7 4 497121
9 6 966230
8 6 305156
9 4 97539
2 9 58
8 9 986817
8 2 613875
3 8 682754
0 5 31079
6 1 301832
0 5 279455
9 8 656031
8 0 999729
8 8 125102
4 0 171315
0 2 459498
8 6 67985
2 2 206140
4 6 864605
7 9 10466
0 8 389688
2 2 253535
6 3 519593
4 2 882863
9 3 430980
4 4 889588
1 9 969663
5 9 886198
5 5 68553
6 2 399086
3 7 886595
4 5 398733
1 5 855103
0 2 634647
9 1 896848
4 5 610582
2 7 277589
8 0 410939
5 9 363417
3 3 708848
4 5 323482
9 8 424044
5 0 460452
1 2 988432
8 5 564172
8 5 590438
4 2 987116
6 2 733559
3 8 833800
2 2 333019
9 8 523291
0 6 297988
9 7 193172
7 1 284305
0 4 729642
5 3 26353
6 4 9364
9 2 861552
2 2 873950
5 2 932323
4 2 298192
7 1 934176
0 9 637992
1 2 735203
3 9 215526
1 6 743383
2 0 80416
0 6 722610
9 0 92121
8 0 175482
6 6 939877
5 0 482048
3 2 339453
3 9 791841
9 2 677852
2 5 41349
9 2 803846
7 9 87813
1 7 336204
5 1 218928
5 2 838197
9 2 458111
4 3 160795
8 6 523204
8 1 661159
7 7 586350
3 8 794993
2 5 81419
9 0 619393
0 3 959939
5 8 339694
9 0 159082
0 7 656964
2 8 11551
0 1 641553
6 1 404188
4 0 580849
7 5 323618
3 9 375343
7 1 192322
5 0 526113
0 3 347976
4 5 513748
4 7 129759
0 0 435436
5 0 390261
7 9 752451
1 8 242217
8 9 984635
7 5 260056
6 0 278733
9 5 613123
0 1 917045
1 4 743027
5 1 665881
3 0 759311
1 5 239307
3 6 999425
1 6 44024
0 2 988329
7 1 660264
4 2 138425
2 7 12714
4 6 213623
5 5 77185
7 3 30648
5 8 767545
7 6 916835
9 8 709373
9 7 965700
8 0 900793
0 5 4083
4 1 498889
7 3 261939
2 1 957026
2 8 33975
2 4 565634
3 1 476018
8 5 821203
0 6 838057
9 0 674824
0 8 601897
6 7 517933
9 4 520475
3 8 774244
9 3 375429
2 5 742927
4 4 792145
7 9 701597
5 9 220054
9 6 580604
1 8 597751
6 0 35749
4 8 890144
6 7 123022
7 7 810037
1 6 11555
0 7 536694
2 5 386782
9 7 778022
5 7 486309
6 5 209032
3 0 715259
8 3 606832
9 6 343533
0 5 124230
1 5 3723
4 3 201973
2 6 393372
1 8 314021
4 2 574090
4 3 852656
9 0 988039
8 2 574662
9 9 244198
4 3 108003
8 3 301085
7 7 40703
0 2 71420
0 5 284021
6 6 373882
4 7 266490
2 9 801017
2 5 5537
3 6 607124
3 1 490242
1 8 970967
4 0 202704
8 0 912263
9 1 427941
2 1 869755
3 7 697552
7 5 821382
3 4 754747
0 3 713264
9 3 119910
8 3 78121
1 7 160333
3 5 753163
4 8 355206
9 1 552022
0 8 265049
6 2 972324
1 6 29611
0 7 183190
3 8 48891
2 4 435573
0 1 596553
4 2 355005
2 8 18478
7 4 733337
1 0 909671
6 5 919229
5 0 159736
4 3 350059
9 1 898323
1 8 670032
1 8 751404
9 4 827584
9 9 258229
0 3 836424
4 5 456401
1 1 154891
9 0 889613
4 9 873276
0 1 850537
4 2 664341
9 4 862080
7 8 335129
0 2 941269
1 9 578014
6 8 805268
0 2 771531
8 9 966428
1 3 960796
0 6 888581
6 8 101584
3 9 816722
0 9 192918
7 1 903864
4 4 255904
7 6 325662
9 2 395556
6 5 330004
1 0 204866
6 4 366236
8 0 290830
6 3 971896
5 4 33589
5 7 132266
3 3 572742
7 5 416848
7 2 279425
7 1 607303
0 7 513292
8 2 529352
6 7 735203
2 7 465566
2 1 37989
7 9 788971
0 0 697754
5 3 379240
4 8 120384
9 8 786445
1 1 768985
1 1 674552
1 1 563758
0 9 316459
8 4 215760
6 8 13977
6 7 564165
0 2 573852
9 8 676449
5 1 615130
0 2 727448
6 1 974440
9 9 312677
3 9 456627
7 9 615581
3 7 778622
6 0 319649
1 0 358792
7 5 747492
9 1 703372
3 6 69200
9 5 353810
6 5 349880
2 6 846767
2 2 741654
5 2 801061
6 3 291037
8 3 959378
3 5 14534
6 3 937621
0 6 496429
7 9 157083
9 3 194073
0 1 53242
9 5 589207
7 8 788104
0 1 646325
7 8 611995
6 3 854205
7 5 857825
0 6 249949
3 6 55536
7 2 671602
7 9 955406
4 6 565890
7 0 238728
6 6 68374
8 1 843856
5 1 831598
0 2 882193
3 9 475031
0 1 496789
4 1 521105
6 4 626942
9 6 201036
5 6 697837
7 3 909234
8 6 780299
6 4 391928
8 9 491746
2 9 153595
3 6 829797
1 1 72672
9 8 655660
1 2 181994
6 4 607598
0 7 36626
6 0 89289
5 1 372248
